8.980000000000000000e+02,8.000000000000000000e+00,6.840000000000000000e+02,2.217500000000000000e+04,6.000000000000000000e+00,8.980000000000000000e+02,3.900000000000000000e+01,7.000000000000000000e+00,3.300000000000000000e+01,5.000000000000000000e+00
3.196000000000000000e+03,1.527000000000000000e+03,1.669000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.700000000000000000e+01,3.000000000000000000e+00,3.700000000000000000e+01,2.000000000000000000e+00
5.700000000000000000e+01,2.000000000000000000e+01,3.700000000000000000e+01,3.260000000000000000e+02,8.000000000000000000e+00,5.600000000000000000e+01,1.700000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
4.520000000000000000e+02,2.000000000000000000e+00,2.450000000000000000e+02,4.080000000000000000e+02,2.060000000000000000e+02,3.840000000000000000e+02,2.800000000000000000e+02,1.300000000000000000e+01,7.400000000000000000e+01,1.300000000000000000e+01
2.000000000000000000e+04,7.340000000000000000e+02,8.130000000000000000e+02,0.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,1.700000000000000000e+01,2.600000000000000000e+01,1.000000000000000000e+00,2.600000000000000000e+01
2.260000000000000000e+02,1.000000000000000000e+00,5.700000000000000000e+01,3.170000000000000000e+02,0.000000000000000000e+00,2.220000000000000000e+02,7.000000000000000000e+01,2.400000000000000000e+01,7.000000000000000000e+01,2.400000000000000000e+01
2.050000000000000000e+02,3.000000000000000000e+00,6.700000000000000000e+01,5.900000000000000000e+01,1.500000000000000000e+01,4.600000000000000000e+01,2.600000000000000000e+01,2.200000000000000000e+01,1.100000000000000000e+01,6.000000000000000000e+00
1.480000000000000000e+02,2.000000000000000000e+00,8.100000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.900000000000000000e+01,8.000000000000000000e+00,1.600000000000000000e+01,4.000000000000000000e+00
6.250000000000000000e+02,4.900000000000000000e+01,2.880000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
2.000000000000000000e+03,2.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,2.160000000000000000e+02,0.000000000000000000e+00,2.170000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01
2.000000000000000000e+03,2.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,7.600000000000000000e+01,0.000000000000000000e+00,7.700000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01
6.990000000000000000e+02,2.410000000000000000e+02,4.580000000000000000e+02,1.600000000000000000e+01,9.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+03,2.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,6.400000000000000000e+01,0.000000000000000000e+00,6.500000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01
2.000000000000000000e+03,2.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01
2.000000000000000000e+03,2.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.410000000000000000e+02,1.000000000000000000e+01,2.410000000000000000e+02,1.000000000000000000e+01
2.000000000000000000e+03,2.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,4.700000000000000000e+01,0.000000000000000000e+00,4.800000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01
1.473000000000000000e+03,3.330000000000000000e+02,6.290000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000000e+00
