,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
M4_D1002,4.74341930940995,1.1835910858899001,63.687315411583825,781.4381973112887,-460.5754380040011,-37.489446502738055,-14.02813854786272,15.590957293109357,38.607455593819054,6.303611407357164,73.35584644216881,2.0,-0.00012684091849200218,0.9860186212366009,29.61909584097208,4078.574171079447,0.004694835680751174,0.8106371989332721,10.056637715113201,1242.0136353152898,12.236027764577003,45.307652797189405,1.0480162337708072,0.5456737276015595,1.4660020315784048,0.48192405574302394,0.60024217698612,106.0,166.0,2.0,0.0971167991568489,0.0,0.0,1.4725851631830265,0.008801821382536431,156.0940272974008,1.4611023495010476,6.726387409235403,6.993063197122055,53.5,4.795180722891566,7787.0,1485.0,0.0,0.325,106.0,101.0,2.0,0.1832029489251683,0.0,0.0,1.4306532490609976,0.006337817589724947,151.64924440046573,0.6401195765622196,6.725271654567899,5.056665193425966,53.5,2.9504950495049505,7571.0,355.0,0.0,0.18,106.0,0.0,2.0,0.0,0.0,1.0,1.5054641919334304,0.0,159.57920434494363,0.0,6.719497940514011,-1.0,53.5,0.0,7950.0,0.0,0.0,0.0,1154.6199248826292,1149.38,118.8209325364039,1468.62,828.9,945.25,1087.73,1209.6,1392.954,0.20038135880120062,0.4289624255058726,2.0,0.017018281506954207,0.8440656283581327,121.86999999999989,1347265.5849447886,0.04131455399061033,0.9783941203651954,10.025881952200372,639.7199999999999,1.265268890799817,1115.2813237579155,1162.8484166666667,0.021288867669539264,68.29234353520789,0.9364054957944071,0.561015698005304,106.0,0.0,2.0,0.0,0.0,1.0,1.9916221321457173,0.0,211.11194600744602,0.0,6.727912963910741,-1.0,53.5,0.0,10492.0,0.0,0.0,0.0
M4_D1019,2.107681127482035,0.22196602872934085,58.35687894886938,1345.4654457248446,-220.05366293770956,-58.22212724985238,-20.776913021988392,21.339269510367554,57.28709415566408,11.502181274576197,227.35720702436026,2.0,2.6251238939620673e-05,0.967654268185108,42.11618253235595,3409.9676403881367,0.0007338551859099804,0.8164627503171163,11.997179480937621,1565.5191086625541,23.040792873965824,21.0669691273017,0.3865357770252314,0.5467103628068262,1.4513777504247014,0.4456445358725306,0.5810067923951332,409.0,973.0,2.0,0.11727452135556593,0.0,0.0,1.5280701448416494,0.009357663855931096,624.9806892402346,9.105006931820956,8.675122077149737,9.52349814451489,205.0,4.2168550873586845,31119.0,4220.0,0.0,0.275,409.0,773.0,2.0,0.2661987192905215,0.0,0.0,1.4517687511013946,0.008020179291410495,593.7734192004704,6.199598592260313,8.674953087171012,8.995357161012794,205.0,4.836998706338939,29594.0,1476.0,0.0,0.24,409.0,123.0,1.2664060393188288,2.0,0.0,0.0,0.9130000980469692,0.026170489860642465,373.41704010121043,3.218970252859023,8.672852507524954,1.876600172775488,205.0,2.4552845528455283,29427.0,164.0,0.0,0.17,1759.3644814090019,1694.5900000000001,467.8563162448705,2778.88,683.21,957.21,1474.775,2132.87,2543.5854999999992,0.004953065196447451,-0.6343603329403131,2.0,-0.1707581211781192,0.9363159238588653,658.0949999999998,3314252.911093787,0.010273972602739725,0.9985538514946696,11.96030206227271,2095.67,1.5264302704747224,1845.5930509516782,1745.525631621842,0.013821576767935335,106.489800624142,1.032146715669461,0.5513647085581562,409.0,0.0,2.0,0.0,0.0,1.0,1.9530266741480222,0.0,798.7879097265411,0.0,8.675718996704001,-1.0,205.0,0.0,39745.0,0.0,0.0,0.0
M4_D1032,1.9992110764099005,1.485561446598229,59.67886060068086,773.4512227382806,-319.8383324755729,-77.17344922586003,-27.35111065792413,28.003350822877227,80.16408199685188,3.2089741772934364,37.01553718785306,2.0,0.00019245039152459214,0.9686542685593786,55.35446148080136,3565.5632475235384,0.0020383204239706482,0.8300775760575544,11.260331518557605,1093.2895552138534,12.952955040084486,20.205181671720446,1.5267586668037345,0.5622143621201403,1.3467041144306158,0.34137474879194624,0.5879605787845009,245.0,790.0,2.0,0.21151453848197388,0.0,0.0,1.7891896146291997,0.00923366095447329,438.35145558415394,7.294592154033899,7.936568214452421,9.00360268454385,123.0,4.7784810126582276,21838.0,2354.0,0.0,0.325,245.0,367.0,2.0,0.4786253071754727,0.0,0.0,1.819436572333224,0.010427801758109766,445.76196022163987,3.827003245226284,7.936505245252887,7.393719962206395,123.0,3.130790190735695,22156.0,530.0,0.0,0.25,245.0,86.0,0.807902369085206,2.0,0.0,0.0,0.7542473794869942,0.032525225480781766,184.79060797431356,2.797169391347232,7.93648698230082,1.495749558332649,123.0,2.0232558139534884,22745.0,119.0,0.0,0.035,1587.9254586220954,1466.66,452.16342472345923,2801.64,897.13,1037.052,1254.07,1837.7,2541.9,0.833415441945351,-0.20517211755639098,2.0,0.2733335258238035,0.9288744256129683,583.6300000000001,2725959.024797839,0.013045250713412148,0.997800792924949,11.231795032622014,1904.5099999999998,1.6968860041174214,1341.822501957973,1636.6169262109552,0.018165855683099842,78.43643631027412,0.9711322941937722,0.5576397694421755,245.0,0.0,2.0,0.0,0.0,1.0,1.9889763183685414,0.0,487.2991980002926,0.0,7.936633500673186,-1.0,123.0,0.0,24241.0,0.0,0.0,0.0
M4_D1091,2.6750450446770317,0.7661684882441748,74.95159048840664,1516.0179951636737,-445.4242205478637,-80.91352506233918,-24.221987131341347,25.33553255554626,84.47362029119553,6.866563519493235,114.57067930722143,2.0,-0.001100694489233666,0.9920005262667334,49.5575196868876,5624.8967827328615,0.000974342318934719,0.820694880642415,11.588246152044817,1961.4422157115373,20.213758728271728,20.936187734317528,0.7781930552927743,0.5682611138252629,1.3573414862386728,0.3852889521713551,0.5841138904336889,308.0,1144.0,2.0,0.17468162007288468,0.0,0.0,1.559906746490613,0.01930145116242328,480.4512779191088,22.080860129812233,8.26648012523693,9.873590736972211,154.5,8.652097902097902,23927.0,3384.0,0.0,0.08,308.0,553.0,2.0,0.45236066420610754,0.0,0.0,1.5348802708748788,0.011767130497252386,472.7431234294627,6.507223164980569,8.266162899518905,8.493104559786056,154.5,7.128390596745027,23534.0,1179.0,0.0,0.335,308.0,68.0,1.6378539825348224,2.0,0.0,0.0,1.2465351261257867,0.06538832105879014,383.9328188467423,4.44640583199773,8.264556717737378,2.0360014227680527,154.5,3.514705882352941,23378.0,166.0,0.0,0.125,1839.4044170185125,1455.92,801.3976910396887,3942.71,902.14,995.917,1257.98,2258.295,3514.558,0.9963744635567102,-0.22285359117418713,2.0,-0.7099723932396363,0.9574712106662612,1000.315,4025646.868550958,0.005846053913608314,0.9989210937032265,11.55397860576215,3040.57,1.965065344192486,1254.4224318007225,1844.2452758745044,0.017489132193742776,81.9066489200807,0.9943803192585912,0.5555449250664591,308.0,0.0,2.0,0.0,0.0,1.0,1.9741918691453484,0.0,608.0510956967673,0.0,8.266723407985463,-1.0,154.5,0.0,30215.0,0.0,0.0,0.0
M4_D1101,5.214121739522498,7.912504706643472,250.63889991715925,3924.189857812551,-3925.937096193374,-309.6877705373056,-89.4921388443441,100.84762691977133,295.5960455095653,1.7802316282036954,70.62134342453966,2.0,0.00016726344695958242,0.994785111750661,190.33976576411544,62847.04521719833,0.19026128266033254,0.8210696347151498,12.03960451795376,7850.126954005926,15.66032983358958,52.69421528310096,9.725604819990725,0.5810760011293756,1.316052442783821,0.28964575178010715,0.5810679338033686,421.0,1349.0,2.0,0.16467035391091667,0.0,0.0,1.9249977227383797,0.010762452046350767,810.4240412728578,14.518547810527185,8.71759094946168,10.053138319058107,211.0,7.785767234988881,40338.0,6706.0,0.0,0.34,421.0,1223.0,2.0,0.29536306148698266,0.0,0.0,1.8975796691568043,0.0048281798444799115,798.8810407150146,5.904863949798932,8.71762306353557,9.237327611392141,211.0,4.668029435813573,39790.0,1896.0,0.0,0.43,421.0,204.0,0.8004757783572588,2.0,0.0,0.0,0.7433733659750312,0.012288132609052718,312.96018707548814,2.5067790522467543,8.717520345979585,2.238748302677648,211.0,4.299019607843137,38937.0,132.0,0.0,0.02,7057.339334916865,6133.25,2478.53909946538,12866.6,2777.1,4243.8949999999995,4957.7,9375.075,11658.41,0.596236031918243,-0.9300830377569942,2.0,0.7184395962472436,0.07620465308323515,4417.375000000001,55949194.55574346,0.00665083135391924,0.9984673780654817,11.95878155773844,10089.5,1.7201522201698547,4947.830654694045,7298.070527704484,0.018347590662917204,77.35215366833432,1.045098592998779,0.5531599546872471,421.0,0.0,2.0,0.0,0.0,1.0,1.9804753919488092,0.0,833.7801400104487,0.0,8.717621757862183,-1.0,211.0,0.0,41395.0,0.0,0.0,0.0
M4_D1104,12.860436058297264,5.5143688034118234,328.926128072433,9510.494593410178,-757.9426053704387,-269.0872027310146,-94.84542510642233,101.90541896400332,268.10852706788415,16.149855149518302,374.2077050288554,2.0,0.0024597724091855516,0.9887576353007839,196.75084407042564,108357.78854433216,0.0007125890736342043,0.8204517478074954,12.03960451795376,10268.437198780617,28.89169599792451,144.56047830457652,4.685377724927888,0.5026954853032948,1.6136115847949173,0.4737832530977425,0.5800567055097027,421.0,1081.0,2.0,0.08488820287994026,0.0,0.0,1.3654932739767638,0.007248481209997045,574.8726683442176,7.835608188006805,8.716795703739454,9.6094623292635,211.0,4.082331174838113,28594.0,5712.0,0.0,0.34,421.0,1033.0,2.0,0.33296317797848474,0.0,0.0,1.300596583952798,0.005480465608359799,547.5511618441279,5.661320973435672,8.715637034677851,8.869507126802768,211.0,3.324298160696999,27315.0,1456.0,0.0,0.29,421.0,40.0,1.4598780846432295,2.0,0.0,0.0,0.9015985259802012,0.06533662600031391,379.5729794376647,2.6134650400125565,8.709092313040207,1.1303978312535765,211.0,1.325,25973.0,130.0,0.0,0.23,8006.665249406176,7840.7,2098.119052511019,14086.7,3492.5,5243.995,6254.3,9469.5,12355.919999999998,0.5668379438067572,-0.15921632084265358,2.0,1.2774229666697452,-0.19051477367585992,3215.2,68508791.9745582,0.011876484560570071,0.9984966051709424,11.97605371628591,10594.2,1.701908121978971,12222.95272847068,7706.409577836412,0.012726657777609595,112.65806939822065,0.9582823097458526,0.5524404135432294,421.0,0.0,2.0,0.0,0.0,1.0,1.9801037404211337,0.0,833.6236747172973,0.0,8.717611289974151,-1.0,211.0,0.0,41459.0,0.0,0.0,0.0
M4_D1124,9.861066487076055,0.3637538646373897,322.92774509234397,6772.285980827078,-4484.509214533457,-295.5217925237566,-103.65914254468976,109.05417959860957,302.9927605364023,7.614228209554245,164.07775724312032,2.0,0.0003349180866351784,0.9918568394095495,212.7133221432993,104379.56918268844,0.0011876484560570072,0.8167910821408135,12.03960451795376,11256.795195360535,20.96175010525696,99.33140816463822,1.2036667988186405,0.5562080054650568,1.4002740769306643,0.4508891057960816,0.5797512778866578,421.0,595.0,2.0,0.13897273357659135,0.0,0.0,1.655558220836328,0.012003440937507373,696.9900109720941,7.142047357816887,8.706664944873884,8.697896401517921,211.0,3.850420168067227,34700.0,1183.0,0.0,0.02,421.0,431.0,2.0,0.37425173927454125,0.0,0.0,1.5555579146154344,0.00905353337555384,654.8898820530978,3.9020728848637054,8.703120441150451,7.631784907341878,211.0,4.7540603248259865,32646.0,249.0,0.0,0.015,421.0,92.0,1.833587213966459,2.0,0.0,0.0,1.4241750564581586,0.04678415770795234,599.5776987688847,4.304142509131616,8.709881886030843,1.7717437733061134,211.0,3.467391304347826,32551.0,98.0,0.0,0.38,9441.154513064133,8482.7,2951.632680321014,18193.7,4282.5,6313.56,7106.150000000001,11079.075,15174.019999999995,0.9186952133424271,-0.23287135498047773,2.0,1.807333241186426,0.2984931257685159,3972.925,97847534.01909027,0.003800475059382423,0.9987410588357893,11.976063003700949,13911.2,1.8392725393031066,11113.782023567537,9563.11654353562,0.014957670522551767,95.84723172920378,0.9729158180195346,0.5519694719203354,421.0,0.0,2.0,0.0,0.0,1.0,1.8073312530690397,0.0,760.8864575420657,0.0,8.706309108471137,-1.0,211.0,0.0,37828.0,0.0,0.0,0.0
M4_D1162,1.4437693774561147,0.6756306077219095,59.38554801673177,984.0400937714221,-596.6183169913911,-73.88798263573342,-19.903097673953337,21.83233174243396,72.57241022753314,3.884166749635617,65.3971657444496,2.0,3.837357281350215e-07,0.9953423958932051,41.7354294163873,3528.727783262835,0.003563791874554526,0.8171279267945226,12.039261794341055,1580.6584107628132,16.565468205746377,14.389850355797371,1.3495458693172402,0.5741643713656165,1.3394065577163319,0.4182768142383606,0.5811399984083198,421.0,879.0,2.0,0.19993448328336294,0.0,0.0,1.727527724390981,0.01590636418458292,727.289171968603,13.981694118248386,8.716437148503172,9.26006179388149,211.0,8.671217292377701,36206.0,2658.0,0.0,0.04,421.0,945.0,2.0,0.20238575714685947,0.0,0.0,1.71855996050995,0.007499890009620663,723.5137433746889,7.087396059091526,8.716037206105607,9.129226303187254,211.0,6.856084656084656,35962.0,731.0,0.0,0.015,421.0,152.0,1.1402130921901272,2.0,0.0,0.0,0.9970349138957005,0.03328297964393561,419.75169875008993,5.0590129058782125,8.716554579054618,2.2261064031221625,211.0,2.348684210526316,36623.0,169.0,0.0,0.34,1257.9097719173199,1116.2,506.37634235937077,3165.55,594.24,721.694,936.33,1405.7,2503.35,1.5854718887086054,2.1328054283445392,2.0,0.0007319229768798383,0.7975188951788542,469.37,1838753.9943863389,0.003801377999524828,0.9982523920034289,12.00225194936343,2571.3100000000004,2.334464978343291,1052.2375877373418,1273.535754617414,0.022077307950517953,63.56974415702861,0.943090490974605,0.5542452017888708,421.0,0.0,2.0,0.0,0.0,1.0,1.8834729722369619,0.0,792.942121311761,0.0,8.716139742119834,-1.0,211.0,0.0,39403.0,0.0,0.0,0.0
M4_D1170,1.8454007568313395,0.7387812900699433,51.707640686344014,974.7337687730827,-198.24446356196847,-60.587129363392194,-18.034204697769162,19.790443705017534,58.91283733325964,6.912254485771022,108.12534201809892,2.0,0.0001467869231504075,0.9955187944965673,37.82464840278669,2677.085609301372,0.0009354536950420954,0.8165442473807812,11.647008638441646,1172.9782323350512,18.838871435017737,19.09336232560303,0.7862181362500428,0.5573068497781134,1.4114377689998896,0.3434449191063941,0.5842438902271476,321.0,983.0,2.0,0.19543456897952582,0.0,0.0,1.717514877648816,0.031699759692358484,551.32227572527,31.16086377758839,8.326316466958072,9.555448494469191,161.0,12.00915564598169,27447.0,6703.0,0.0,0.065,321.0,962.0,2.0,0.20305429475923908,0.0,0.0,1.6580639742178183,0.015246923835052651,532.2385357239197,14.66754072932065,8.32612328978639,9.659824163978552,161.0,6.366943866943867,26499.0,7018.0,0.0,0.37,321.0,47.0,0.9273532662299583,2.0,0.0,0.0,0.7763956906303123,0.04806689606346351,249.22301669233025,2.259144114982785,8.32540503607267,0.8336758157228871,161.0,2.9148936170212765,26750.0,101.0,0.0,0.45,1130.1648238228875,1023.58,392.7290450781316,2472.37,622.03,700.495,849.64,1226.5149999999999,2010.0669999999998,1.3075364766123263,1.0005295647819885,2.0,-0.21511474414586954,0.6642484810864551,376.8749999999999,1431508.6318545993,0.0018709073900841909,0.998234527030683,11.599141543024022,1850.34,2.0664099274921854,1150.8661409302572,1124.0546918282548,0.019458066306611392,73.19641379998811,0.9918973465390554,0.5564225759821525,321.0,0.0,2.0,0.0,0.0,1.0,1.9887782413388044,0.0,638.3978154697562,0.0,8.326420359005466,-1.0,161.0,0.0,31747.0,0.0,0.0,0.0
M4_D1204,9.916654056775002,5.742095063672253,318.2382366282727,10636.995071745161,-1060.2096001714656,-293.9824628829891,-81.6829023227735,89.1573114500846,298.7373947387303,17.7520053459532,512.4338276703646,2.0,0.009204522372158382,0.9983704496763219,170.8402137728581,101373.9152799543,0.00023752969121140142,0.8239566068415896,12.03960451795376,11697.204671916626,33.40841316048972,162.44514792302638,5.9619781887381915,0.46476627136266746,1.7666295313346168,0.2805074044229163,0.5806755796977779,421.0,872.0,2.0,0.144589716808742,0.0,0.0,1.4551973838727887,0.01140259738517672,612.6380986104441,9.9430649198741,8.716483971313233,9.549500710402759,211.0,5.597477064220183,30535.0,4358.0,0.0,0.265,421.0,575.0,2.0,0.2661159749975752,0.0,0.0,1.2825876842944768,0.008233842727834376,539.9694150879748,4.734459568504766,8.71604716932578,8.530035925029365,211.0,4.575652173913044,26944.0,1632.0,0.0,0.025,421.0,156.0,2.0,1.8214506140767632,0.0,0.0,1.1479257701383978,0.015850639949437327,483.2767492282655,2.472699832112223,8.708950103039893,1.5686472150344561,211.0,1.8717948717948718,24162.0,131.0,0.0,0.065,7813.158004750594,7917.7,3459.2597640660465,14482.5,2133.8,2801.06,4194.5,10922.15,12948.429999999998,-0.05098927209927936,-1.3688894463186978,2.0,2.682825974610993,0.8930192582638796,6727.65,73011916.12248455,0.0059382422802850355,0.9983843536147078,11.998390794674823,12348.7,1.6949100859662498,12948.409795006944,7796.74036939314,0.011341996358017727,114.66389863203393,1.038391520961108,0.5570180817499942,421.0,0.0,2.0,0.0,0.0,1.0,1.9373430934440379,0.0,815.6214423399399,0.0,8.717313527006125,-1.0,211.0,0.0,40579.0,0.0,0.0,0.0
